"03401","03402","03403","03404","03405","03451","03452","03453","03454","03455","03456","03457","03458","03459","03460","03461","03462"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
0,20,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1
0,18,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
0,35,0,0,0,0,6,0,0,0,0,4,0,0,1,0,0
0,25,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
0,33,0,0,0,0,6,0,0,0,0,3,0,1,0,0,0
0,41,0,0,0,0,9,0,0,1,0,8,0,0,0,0,0
0,33,0,0,0,0,8,0,15,0,0,3,0,0,0,0,0
0,14,0,0,0,0,2,0,9,0,0,4,0,1,0,0,0
0,6,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
0,0,2,0,0,0,2,1,0,0,0,30,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,1,0
0,1,0,0,0,0,4,0,0,0,0,29,0,0,0,0,0
0,2,0,0,0,0,3,0,2,0,0,31,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,24,0,0,0,1,0
0,0,0,0,0,2,5,0,0,0,0,10,0,0,0,0,0
0,4,1,0,0,0,1,1,1,0,0,51,0,0,0,0,0
0,1,0,0,0,0,2,0,2,0,0,33,0,0,0,0,0
0,2,0,0,0,0,5,0,4,0,0,41,1,1,0,0,0
0,3,0,0,0,0,3,6,12,0,0,18,0,1,0,0,0
0,4,0,0,0,0,2,1,12,0,0,10,0,2,0,0,0
0,1,2,0,0,0,4,0,11,0,0,9,1,1,0,0,0
0,0,0,0,0,0,1,1,4,0,0,10,1,0,0,0,0
0,2,0,0,0,0,1,0,7,0,0,12,0,1,0,0,0
0,4,0,0,0,0,4,1,6,0,0,19,3,2,0,0,1
0,5,0,0,0,0,1,1,5,0,0,6,0,2,0,0,0
0,0,0,0,0,0,1,0,9,0,0,3,0,1,0,1,0
0,1,0,0,0,0,0,0,16,0,0,3,1,18,4,0,0
0,1,0,0,0,0,0,0,17,0,0,5,0,4,0,0,1
0,0,0,0,0,0,1,0,8,0,0,5,0,3,0,1,0
0,0,1,0,0,1,0,2,15,0,0,6,0,1,0,0,1
0,0,0,1,0,0,0,3,3,0,0,2,0,2,0,2,0
0,0,3,0,0,0,0,0,12,0,0,3,0,0,0,2,0
0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,1,0
0,0,2,0,0,0,0,1,2,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
